"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M2FXTDEG","journalArticle","2026","Ortiz, J.S.; Andaluz, V.H.; Carvajal, C.P.","Real-Time Digital Twin Architecture for Immersive Industrial Automation Training","Sensors","","14248220","10.3390/s26072023","https://www.scopus.com/pages/publications/105035625677?origin=resultslist","Industrial automation laboratories often face limitations related to restricted access to industrial equipment, safety constraints, and limited scalability for hands-on experimentation. To address these challenges, this work proposes a real-time multi-layer Digital Twin architecture integrating a physical Siemens S7-1500 PLC, an immersive Unity-based virtual environment, HMI supervision, and IoT-enabled remote monitoring within a unified communication framework. The architecture is structured into physical, digital, and integration layers, enabling modular scalability and bidirectional synchronization between the physical process and its virtual representation through Ethernet TCP/IP communication. System performance was evaluated using synchronization metrics including communication latency, jitter, deterministic timing deviation, and event synchronization accuracy. Experimental results demonstrated stable PLC–Digital Twin communication with average latencies below 15 ms and jitter below 0.5 ms, ensuring reliable real-time interaction during continuous operation. A comparative evaluation with engineering students also showed improved learning conditions, achieving high perceived usability (SUS = 86/100) and reduced cognitive workload (NASA-TLX = 34/100). These results confirm the effectiveness of the proposed architecture as a scalable platform for Industry 4.0 training environments. © 2026 by the authors.","2026","2026-05-27 10:54:31","2026-05-27 10:54:31","","2023","","7","26","","","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","","","","","","","E:\Zotero\storage\688CKSVQ\Ortiz et al. - 2026 - Real-Time Digital Twin Architecture for Immersive Industrial Automation Training.pdf","","remote sensing; Industry 4.0; Automation; Engineering education; article; controlled study; female; human; training; adult; Scalability; Digital Twin; Virtual reality; Personnel training; Human computer interaction; Real time systems; automation; Virtual addresses; Usability engineering; Immersive environment; Digital twin; Real- time; Interactive computer systems; Immersive; Real - Time system; learning disorder; Remote control; cognitive load; Synchronization; benchmarking; digital twin; Industrial automation; Accident prevention; real-time systems; laboratory automation; Equipment safety; Industrial equipment; device safety; Automation training; immersive environments; industrial IoT; Industrial IoT; networked architecture; Networked architecture; Physical addresses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGRYS3CL","journalArticle","2022","Pang, Dangfeng; Cui, Shigang; Yang, Genghuang","Remote Laboratory as an Educational Tool in Robotics Experimental Course","International Journal of Emerging Technologies in Learning","","18688799","10.3991/ijet.v17i21.33791","https://www.scopus.com/pages/publications/85143761885?origin=resultslist","A remote lab is a technology that allows participants to efficiently conduct experimental teaching where users can connect to lab equipment from anywhere without being in a specific physical location. The COVID-19 pandemic affects all areas of human activity. As a result, students did not receive face-toface instruction, and access to the laboratory was limited or practically impossible, and access to laboratory facilities has been limited or nearly impossible. Especially in engineering education, students’ practical abilities cannot be developed comprehensively. In this paper, this paper built an online remote robotics experiment system using digital twin (DT) technology and IoT technology and adopted ADDIE (Analysis, Design, Development, Implementation, and Evaluation) teaching method. With these measures, students can design and debug robot programs at home, just like in the laboratory. This study sent questionnaires to 64 students, and 58 were returned. The results show that more than 80% of students believe that the remote labs for industrial robotics courses have improved the efficiency and quality of students’ skills training as opposed to virtual simulation and watching videos on the computer. © 2022, International Journal of Emerging Technologies in Learning. All Rights Reserved.","2022","2026-05-27 10:54:31","2026-05-27 10:54:31","","230–245","","21","17","","","","","","","","International Association of Online Engineering","","English","","","","","","","","","E:\Zotero\storage\9C98AF9H\Pang et al. - 2022 - Remote Laboratory as an Educational Tool in Robotics Experimental Course.pdf","","Students; Robotics; Teaching; Engineering education; E-learning; Machine design; Curricula; E - learning; Experimental course; Laboratory facilities; Experimental teachings; Laboratories; Educational tools; Digital twin; Program debugging; Human activities; Remote laboratories; Remote labs; Remote lab; Experimental teaching; Lab equipments; Physical locations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2WI7K2S","journalArticle","2026","Park, J.; Ho, C.Y.; Li, L.K.B.","AR Tunnel: An augmented-reality digital twin for immersive learning of wind tunnel laboratories","Computers and Education: X Reality","","2949-6780","10.1016/j.cexr.2026.100139","https://www.scopus.com/pages/publications/105029517729?origin=resultslist","Engineering labs face constraints on time, safety, and access, making it difficult for students to develop robust procedural schemas and visualize invisible flow phenomena. We present AR Tunnel, an augmented-reality (AR) digital twin of a university wind tunnel. Its theoretical design draws on cognitive load and multimedia learning principles, along with situated learning via contextualized rehearsal. Pilot testing with students indicated strong user acceptance, identified usability issues, and guided iterative refinements to navigation, performance modes, and instructional content. In controlled tests with undergraduate and postgraduate cohorts, AR pre-lab preparation was compared with equivalent slide-based preparation. Although both groups reported similar increases in self-assessed familiarity after the hands-on lab, students who prepared with AR Tunnel achieved significantly higher scores on objective knowledge quizzes across both cohorts (p'0.05). Within the AR groups, higher engagement – measured across behavioral, emotional, and cognitive dimensions – correlated positively with quiz performance (Spearman’s ρ≈0.42–0.48, p'0.05), suggesting that active exploration mediated learning gains. AR Tunnel therefore functions as a scalable preparatory resource that complements, rather than replaces, in-person lab instruction. Future work should measure retention and transfer, disentangle gamification and scaffolding effects, and evaluate mixed-reality overlays during live-lab operation. © 2026 The Authors.","2026","2026-05-27 10:54:31","2026-05-27 10:54:31","","100139","","","8","","","","","","","","ELSEVIER","","English","","","","","","","","","E:\Zotero\storage\HFWV4AR9\Park et al. - 2026 - AR Tunnel An augmented-reality digital twin for immersive learning of wind tunnel laboratories.pdf","","Augmented reality; STEM education; Engineering education; Immersive learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79J2MH8T","conferencePaper","2023","Posio, J.; Maljamäki, P.; Haavikko, M.; Tepsa, T.; Väätäjä, H.","EXPERIENCES AND LEARNING OUTCOMES OF USING VIRTUAL REALITY IN BUILDING SERVICES ENGINEERING EDUCATION","SEFI 2023 - 51st Annual Conference of the European Society for Engineering Education: Engineering Education for Sustainability, Proceedings","","978-287352026-7 (ISBN)","10.21427/kcvd-ph95","https://www.scopus.com/pages/publications/85179843854?origin=resultslist","Virtual Reality (VR) is a promising learning environment in vocational and higher education as it enables learning by doing. We developed a digital twin (DT) for learning the most common maintenance procedures of an air-to-water heat pump using game engine technology, targeted for students and professionals in the building services engineering industry. 22 HVAC (heating, ventilation and air conditioning) students participated in a user study to evaluate their experience with the DT, their usage preferences, and learning outcomes. Results of an online post-test questionnaire show that participants found the use of the DT easy and useful for learning maintenance procedures, regardless of their previous experience with VR devices or video gaming. More than half of the participants reported preferring to use the DT before practicing with the physical device. Learning outcomes measured with eight questions indicate that most of the students learned the tasks and safety issues correctly and in correct order (72-95% answered correctly). However, the questions measuring the learning related to adjusting the pressure was challenging for almost all students. The functional and task correspondence as well as the visual similarity of the digital twin to the real-world context is important for learning outcomes. The reported perceived usefulness by students for using VR in learning the maintenance procedures was related to realism of working with the digital twin, illustrating the maintenance procedures and tasks, as well as safety issues in the learning phase. The transfer of learning to real maintenance situations could be tested on the physical device. © 2023 SEFI 2023 - 51st Annual Conference of the European Society for Engineering Education: Engineering Education for Sustainability, Proceedings. All Rights Reserved.","2023","2026-05-27 10:54:31","2026-05-27 10:54:31","","1098–1108","","","","","","","","","","","European Society for Engineering Education (SEFI)","","English","","","","","","","","","E:\Zotero\storage\HFXZVQXU\Posio et al. - 2023 - EXPERIENCES AND LEARNING OUTCOMES OF USING VIRTUAL REALITY IN BUILDING SERVICES ENGINEERING EDUCATIO.pdf","","In-buildings; Students; Engineering education; E-learning; Sustainable development; Virtual reality; Computer aided instruction; virtual reality; Learning outcome; Learning environments; learning environment; Services engineering; Vocational education; Safety engineering; Maintenance; Air conditioning; Continuing education; continuing education; maintenance; Physical devices; vocational education; Building services; Maintenance procedures; Safety issues","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG2CBLTM","conferencePaper","2019","Promyoo, Rapeepan; Alai, Shashank; El-Mounayri, Hazim","Innovative digital manufacturing curriculum for industry 4.0","","","23519789","10.1016/j.promfg.2019.06.092","https://www.scopus.com/pages/publications/85072384670?origin=resultslist","Manufacturing companies across all major industries are facing serious challenges trying to competitively design and manage modern products, which are becoming increasingly complex multi-domain systems or ""systems of systems"". Model-based systems driven product development (or SDPD, for Systems Driven Product Development) has been proposed as a solution based on driving the product lifecycle from the systems requirements and tracing back performance to stakeholders' needs through a RFLP (Requirement, Functional, Logical, Physical) traceability process. The SDPD framework integrates system behavioral modeling with downstream product design and manufacturing process practices to support the verification/validation of the systems behavior as products progress through all phases of the lifecycle, as well as the optimization of trade-offs decisions by maintaining the cross-product digital twin and thread for global decision optimization in an efficient and effective way. We have developed an innovative digital manufacturing curriculum (designed around the SDPD paradigm) that is based on the digitalization of the SE (Systems Engineering) process through the integration of modelling and simulation continuum, in the form of Model-based Systems Engineering (MBSE), with Product lifecycle management (PLM). At the core of this curriculum is a shift of focus from theory to implementation and practice, through an applied synthesis of engineering fundamentals and systems engineering, that is driven by a state-of-the-art digital innovation platform for product (or system) development consisting of integrated software (digital) tools spanning the complete lifecycle. The curriculum consists of three key components, namely, modelling and simulation continuum, traceability, and digital thread. The curriculum provides a foundation for implementing the digital twin and supports the training of the next generation of engineers for Industry 4.0. The digital manufacturing (or SDPD) framework is applied in the design and optimization of an electric skateboard. The implementation demonstrates: 1) The benefits of digitalization/model-based engineering when developing complex multi-domain products or systems; 2) The ability of students to effectively complete a real-life modern product development within the time line of one semester; 3) The provision of MBSE curriculum for Engineering Education 4.0, characterized by key, integrated skills for the digital enterprise and Industry 4.0. © 2019 The Authors. Published by Elsevier B.V.","2019","2026-05-27 10:54:31","2026-05-27 10:54:31","","1043–1050","","","34","","","","","","","","Elsevier B.V.","","English","","","","","","","","","E:\Zotero\storage\PALE6UP2\Promyoo et al. - 2019 - Innovative digital manufacturing curriculum for industry 4.0.pdf","","Students; Industry 4.0; Engineering education; Personnel training; Education computing; Real time systems; Curricula; Economic and social effects; Industrial research; Life cycle; Product design; Digital twin; System of systems; Product development; Engineering fundamentals; Design and optimization; Modelling and simulations; Product life cycle management; Digital manufacturing; Digital thread; Light electric vehicles; Model-based systems engineering (MBSE); SDPD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZHXUBN7","conferencePaper","2023","Riess, C.; Walter, M.S.J.; Tyroller, M.; Nierlich, R.","A DIGITAL LEARNING ENVIRONMENT TWIN OF A LAB ON PROTOTYPING TO GIVE ENGINEERING STUDENTS DIGITAL ACCESS 24/7","SEFI 2023 - 51st Annual Conference of the European Society for Engineering Education: Engineering Education for Sustainability, Proceedings","","978-287352026-7 (ISBN)","10.21427/g96d-we79","https://www.scopus.com/pages/publications/85179846673?origin=resultslist","Students do not always enjoy an in-depth practical learning experience with adequate hands-on activities during their academic education. In many fields, traditional laboratories are common learning spaces that are, however, not accessible 24/7 and the students' task is mostly pre-defined, resulting in a short and very “passive” active learning. To overcome this limitation and to provide a broader availability and to foster individual learning experience, we transformed a lab from this analog world into a digital learning and teaching environment twin. The laboratory on product design with an extensive machine park (3D-printers, CNC-carving machines, laser cutter, hand tools, etc.) is digitized and finally linked with the real-world lab. All student activities arising in the lab are transferred to the digital environment and accessible 24/7. This digitalization is implemented in Moodle incorporating mostly open-source and browser-based software to control the various machines. This results in a digital copy of the lab, its equipment, that follows the underlying product development processes and includes feedback loops and assessment levels for the individual progress of students - the “digital learning environment twin”. In this paper, we illustrate the methodological approach on the established digital learning environment twin of the lab. Furthermore, we detail the transfer of analog manufacturing process to the digital world and their combination to provide a continuous digital workflow. The paper closes with an analysis of feedback (by both students and lecturers) as well as on the usability of the new digital twin. © 2023 SEFI 2023 - 51st Annual Conference of the European Society for Engineering Education: Engineering Education for Sustainability, Proceedings. All Rights Reserved.","2023","2026-05-27 10:54:31","2026-05-27 10:54:31","","2815–2823","","","","","","","","","","","European Society for Engineering Education (SEFI)","","English","","","","","","","","","E:\Zotero\storage\JY5JJUQA\Riess et al. - 2023 - A DIGITAL LEARNING ENVIRONMENT TWIN OF A LAB ON PROTOTYPING TO GIVE ENGINEERING STUDENTS DIGITAL ACC.pdf","","Digitalisation; Digitalization; Open-source; Students; 3D printing; Engineering education; E-learning; Sustainable development; Active Learning; Open systems; Feedback; Individual learning; Learning experiences; Laboratories; laboratory; manufacturing; Product design; Academic education; Open source software; open-source; product design; Hands-on activities; Digital learning environment; Digital access; Passive/active","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C73RZ7X8","journalArticle","2026","Rigó, Ladislav; Fabianová, Jana; Čabaníková, Lucia; Palinský, Ján","Digital Twin of a Material Handling System Based on a Physical Construction-Kit Model for Educational Applications","Machines","","2075-1702","10.3390/machines14040429","https://www.scopus.com/pages/publications/105037212101?origin=resultslist","Digital twin (DT) technology is a key element of Industry 4.0. Despite its rapid development, current research is mainly focused on industrial optimisation and machine-level monitoring. However, its implementation in the educational process lags significantly behind practice. Moreover, existing DT implementations in education often emphasise visualisation or simulation, while neglecting synchronisation and verification of functional equivalence between the physical and virtual systems. This study presents the design, development and experimental verification of a digital twin of a laboratory material handling system. The virtual model created in Tecnomatix Plant Simulation is connected to the physical system controlled by a Siemens PLC SIMATIC S7-1200 and equipped with industrial sensors and an HMI interface. Real-time bidirectional communication is established via the OPC UA protocol using KEPServerEX, ensuring synchronisation between the physical and virtual systems. Experiments confirmed the functional synchronisation of both systems. Additionally, the study presents that DT technology can be adapted for educational purposes and implemented in engineering education. © 2026 by the authors.","2026","2026-05-27 10:54:31","2026-05-27 10:54:31","","429","","4","14","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\G27CMMNK\Rigó et al. - 2026 - Digital Twin of a Material Handling System Based on a Physical Construction-Kit Model for Educationa.pdf","","education; digital twins; construction kit; Tecnomatix Plant Simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXRMLV7A","journalArticle","2026","S, HARINI","A Study On Impact Of Remote, Twin-Based Labs On Student Performance And Engagement","","","","10.36948/ijfmr.2026.v08i01.66381","https://app.dimensions.ai/details/publication/pub.1197459253","Digital Twin-based laboratories, which are virtual, cloud-connected replicas of physical systems, have become more popular as a result of the growth of remote learning and digital transformation in education. They provide a fresh approach to providing hands-on learning opportunities in engineering education. With an emphasis on computer engineering, specifically in the areas of embedded systems, cloud platforms, and smart networks, this study investigates the effects of remote Digital Twin laboratories on student performance, engagement, and concept mastering. Students learn using physical microcontroller kits (such as Arduino and ARM) in traditional embedded systems education. Students can now engage with cloud-hosted virtual versions of embedded systems called Digital Twins, which allow them to test control logic in real time, view sensor outputs, and replicate microcontroller code. With features like real-time data synchronisation, multi-user collaboration, and scalable simulations, these cloud-connected labs—powered by platforms like AWS IoT, Microsoft Azure, or Google Cloud IoT Core—assist students in comprehending system design and implementation in distributed environments. Additionally, via the use of examples such as smart home system simulations, the integration of smart networks enables students to have practical experience with low-latency data streaming, IoT protocols (MQTT, CoAP, REST), and network optimisation. The study assesses the impact of these virtual labs on learning outcomes in comparison to conventional setups using a mixed-method approach that incorporates engagement measurements, student questionnaires, and performance analytics. According to the findings, laboratories based on digital twins greatly improve accessibility, encourage remote and active learning, and get students ready for workplaces that are cloud-native and driven by the Internet of Things. The results back up the use of digital twin systems as a scalable and successful approach for teaching engineering in the next generation, meeting the needs of smart learning ecosystems and Industry 4.0.","2026","2026-05-27 10:54:31","2026-05-27 10:54:31","","","","1","8","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\LP74EYUV\S - 2026 - A Study On Impact Of Remote, Twin-Based Labs On Student Performance And Engagement.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76777Q2X","journalArticle","2025","Sakkas, Konstantinos; Ntagka, Niki Eleni; Spyridakis, Michail; Miltiadous, Andreas; Glavas, Euripidis; Tzallas, Alexandros T.; Giannakeas, Nikolaos","Multiplayer Virtual Labs for Electronic Circuit Design: A Digital Twin-Based Learning Approach","Electronics (Switzerland)","","2079-9292","10.3390/electronics14163163","https://www.scopus.com/pages/publications/105014369721?origin=resultslist","The rapid development of digital technologies is opening up new avenues for transforming education, particularly in fields that require practical training, such as electronic circuit design. In this context, this paper presents the development of a multiplayer virtual learning platform that makes use of digital twins technology to offer a realistic, collaborative experience in a simulated environment. Users can interact in real time through synchronized avatars, voice communication, and multiple viewing angles, simulating a physical classroom. Evaluation of the platform with undergraduate students showed positive results in terms of usability, collaboration, and learning effectiveness. Despite the limitations of the sample, the findings reinforce the prospect of virtual laboratories as a modern tool in technical education. © 2025 by the authors.","2025","2026-05-27 10:54:31","2026-05-27 10:54:31","","3163","","16","14","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\ARQ8QVSP\Sakkas et al. - 2025 - Multiplayer Virtual Labs for Electronic Circuit Design A Digital Twin-Based Learning Approach.pdf","","Learning systems; Educational technology; gamification; Students; Teaching; Engineering education; E-learning; Virtual reality; Personnel training; Education computing; Computer aided instruction; Collaborative learning; Computer circuits; Laboratories; Digital twin; virtual classroom; Timing circuits; digital twins; Integrated circuit manufacture; interactive learning; circuit design; Circuit designs; collaborative education; Digital circuits; Electronic circuit design; electronic circuits; Electronics circuits; multiplayer learning; Multiplayers; virtual laboratories; voice communication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9T5MJ96J","journalArticle","2026","Shehadeh, Ali; Alshboul, Odey; Abuaddous, Musab; Nimer, Hamsa F.; Otoom, Mwaffaq","Emerging WEFE technologies in engineering education: Integration of optimization, explainable AI, digital twins, and virtual reality","Array","","2590-0056","10.1016/j.array.2026.100756","https://www.scopus.com/pages/publications/105033219590?origin=resultslist","This study presents an integrated Water-Energy-Food-Ecosystem (WEFE) engineering education framework that combines risk-aware optimization, machine learning surrogates, explainable artificial intelligence (XAI), digital twin, and virtual reality (VR). A synthetic WEFE scenario library of 10,200 operating conditions and 20,000 intervention policies was generated to support solver-based labeling, XAI training, and immersive VR labs without using real learner data. Benchmark experiments show that the optimization core reduces aggregate water and food deficits by 25–45% while lowering WEFE loss tail risk (CVaR) by 15–30% across baseline, stress, and extreme regimes. Surrogate policies achieve 86–92% fidelity to the optimizer, with objective-performance gaps below 5%, enabling real-time VR interaction at frame rates above 60 fps for more than 500 concurrent “what-if” evaluations per session. The framework is instantiated across 6 program streams at the Hijjawi Faculty for Engineering Technology, with 12–16 contact hours per course allocated to WEFE-XR labs aligned with ABET-related outcomes in systems design, sustainability, data-driven decision making, and ethical responsibility. Analytics from more than 1000 synthetic scenario playbacks indicate consistent selection of risk-aware strategies, with simulated policy trajectories showing, on average, 18–25% lower tail risk than naive baselines. By quantitatively evaluating the technical performance of each layer, the study shows that integrated WEFE technologies can be embedded in engineering curricula as a reproducible and measurable instructional infrastructure rather than as a standalone enrichment tool. © 2026 The Authors","2026","2026-05-27 10:54:31","2026-05-27 10:54:31","","100756","","","30","","","","","","","","ELSEVIER","","English","","","","","","","","","E:\Zotero\storage\PSB4DZBI\Shehadeh et al. - 2026 - Emerging WEFE technologies in engineering education Integration of optimization, explainable AI, di.pdf","","Learning systems; Teaching; Engineering education; E-learning; Sustainable development; Virtual reality; Machine-learning; Curricula; Risk management; Innovative technology; Optimisations; Risk perception; Digital libraries; Digital twins; Water energy; Virtual reality (VR); Explainable AI (XAI); Ecosystem engineering; Innovative technologies; Optimisation machine; Risk aware; Water-energy-food-ecosystem nexus; WEFE nexus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PI838F5U","journalArticle","2026","Speicher, Terrance; DeFranco, Joanna; Stricker, Charles; Kumara, Soundar; Bilén, Sven","Digital twin technology for engineering education: An experiential learning case study","Industry and Higher Education","","0950-4222","10.1177/09504222261443589","https://www.scopus.com/pages/publications/105036235621?origin=resultslist","The evolving landscape of modern manufacturing demands a workforce equipped with both theoretical knowledge and practical hands-on skills. This paper explores experiential engineering education through a case study of undergraduate interns integrated within a small manufacturer to extend classroom learning through Digital Twin (DT) technologies and Internet of Things (IoT) data collection. Interns participated in data collection, system modeling, and decision-making tasks, enabling comparison between traditional and smart manufacturing environments. Preliminary results indicate that exposure to DT and IoT frameworks improved students’ understanding of automation hierarchies, strengthened systems thinking, and enhanced data-driven problem-solving skills. The study evaluated intern performance and identified benefits for both students and employers. While limitations related to scope and assessment are acknowledged, the initial findings suggest that DT–enabled internships provide a valuable pathway for aligning engineering curricula with industry needs and preparing graduates for the demands of modern manufacturing environments. © The Author(s) 2026. This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License (https://creativecommons.org/licenses/by-nc/4.0/) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage).","2026","2026-05-27 10:54:31","2026-05-27 10:54:31","","","","","","","","","","","","","SAGE PUBLICATIONS LTD","","English","","","","","","","","","E:\Zotero\storage\LZBJXSGU\Speicher et al. - 2026 - Digital twin technology for engineering education An experiential learning case study.pdf","","experiential learning; engineering education; digital twins; automation pyramid; IoT education; smart manufacturing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZZDNR2Z","journalArticle","2024","Szántó, N.; Monek, G.D.; Fischer, S.","Development of an Immersive, Digital Twin-Supported Smart Reconfigurable Educational Platform for Manufacturing Training: A Proof of Concept","Journal of Engineering Management and Systems Engineering","","29583519","10.56578/jemse030402","https://www.scopus.com/pages/publications/105026291752?origin=resultslist","The challenge of providing students with practical, hands-on experience in realistic industrial environments is increasingly prevalent in modern technical education. The concept of a Learning Factory addresses this issue by facilitating skill acquisition through immersive, practice-oriented training that integrates advanced digital technologies. An innovative educational platform has been developed, incorporating Internet of Things (IoT) devices, Cyber-Physical Systems (CPS), and Digital Twin (DT) technology to enhance manufacturing education. This platform combines modular hardware and software, enabling immersive visualisation and real-time monitoring through DT-supported systems. These features offer a comprehensive, interactive learning experience that closely simulates real-world manufacturing processes. The system’s smart reconfigurability further enhances its educational potential by enabling customisable training scenarios tailored to specific learning outcomes. The proposed approach aligns with the principles of Industry 4.0 and serves as a catalyst for the improvement of both educational and professional training environments. By leveraging digitalisation, this platform not only supports adaptive learning but also enhances the efficiency of educational models. Through the simulation of dynamic manufacturing systems, students are exposed to a variety of industrial scenarios, fostering deeper understanding and skill development. The integration of IoT, CPS, and DT technologies is expected to provide a scalable framework for future educational environments, ultimately improving the adaptability and effectiveness of manufacturing training. © 2024 by the author(s).","2024","2026-05-27 10:54:32","2026-05-27 10:54:32","","199–209","","4","3","","","","","","","","Acadlore Publishing Services Limited","","English","","","","","","","","","E:\Zotero\storage\G7X5WVEK\Szántó et al. - 2024 - Development of an Immersive, Digital Twin-Supported Smart Reconfigurable Educational Platform for Ma.pdf","","Industry 4.0; Internet of Things (IoT); Educational platforms; Digital Twin (DT); Learning Factory; Manufacturing education; Cyber-Physical Systems (CPS); Smart reconfigurability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASVWVQ3C","journalArticle","2024","Tarng, Wernhuar; Wu, Yu-Jung; Ye, Li-Yuan; Tang, Chun-Wei; Lu, Yun-Chen; Wang, Tzu-Ling; Li, Chien-Lung","Application of Virtual Reality in Developing the Digital Twin for an Integrated Robot Learning System","Electronics (Switzerland)","","2079-9292","10.3390/electronics13142848","https://www.scopus.com/pages/publications/85199661180?origin=resultslist","Robotics includes complex mathematical calculations and coordinate transformations in forward and inverse kinematics, path planning, and robot dynamics. Students may experience a high cognitive load and lose learning motivation because robotics can be complex and challenging to understand. This study applied virtual reality (VR) technology in robotics education to simplify and visualize complex robot kinematics, aiming to increase learning motivation and reduce cognitive load. This study incorporated real and virtual robot control to develop an integrated robot learning system. This system enables learners to control the digital twin of a physical robot and observe the synchronized motion of both the virtual and physical robots. Users can operate the virtual robot to achieve the target position by setting joint parameters or using values calculated from inverse kinematics. They can also understand the principle of digital twins by observing the synchronous motion of both robots. A teaching experiment was conducted to explore the performance of applying VR in robotics education and its impacts on cognitive load and learning motivation. The system was improved based on user responses to facilitate subsequent promotional activities. VR can transform complex robotics into easily understandable learning experiences and provide an interactive user interface, making the system a suitable learning tool for STEM education. © 2024 by the authors.","2024","2026-05-27 10:54:32","2026-05-27 10:54:32","","2848","","14","13","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\Y8NFJL9L\Tarng et al. - 2024 - Application of Virtual Reality in Developing the Digital Twin for an Integrated Robot Learning Syste.pdf","","STEM education; virtual reality; digital twins; forward kinematics; inverse kinematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BY9KWQ9X","journalArticle","2024","Terkaj, Walter; Kleine, Kari; Kuts, Vladimir","Virtual labs for higher education in industrial engineering.","Proceedings of the Estonian Academy of Sciences","","1736-6046","10.3176/proc.2024.2.07","https://www.scopus.com/pages/publications/85192060174?origin=resultslist","The current digital transformation in manufacturing has a strong impact on the competencies needed by manufacturing companies. This leads to evolving requirements for digital training in industrial engineering courses. The concept of virtual labs in academic environments can be instrumental in teaching new digital skills through practical experience. This paper aims to examine the requirements and essential factors involved in designing virtual labs, proposing a framework to meet the requirements of virtual lab activities, integrating didactic and research purposes while examining the requirements and essential factors involved in designing virtual labs digital twin as an enabling technology. The framework is the result of the analysis of the technical aspects related to immersive technologies, such as extended reality, together with insights gathered from interviews and pilot testing conducted in workshops involving students, teachers, and lab managers from three institutions implementing virtual labs. The outcomes of this study include the digital model of four manufacturing labs as virtual labs that are openly available for academic purposes. This showcases a commitment towards offering quality and inclusive engineering education through cutting­edge virtual technologies. © 2024 Authors.","2024","2026-05-27 10:54:32","2026-05-27 10:54:32","","142–149","","2","73","","","","","","","","ESTONIAN ACAD PUBLISHERS","","English","","","","","","","","","E:\Zotero\storage\I6PQANUM\Terkaj et al. - 2024 - Virtual labs for higher education in industrial engineering..pdf","","higher education; Engineering education; E-learning; Digital skills; Education computing; High educations; 'current; Digital transformation; Laboratories; Academic environment; digital twin; Industrial engineering; Manufacturing companies; Virtual design; Training of engineers; Digital training; Digital factories; digital factory; Industrial engineering course; virtual lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
